AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
01,AL,Alabama,11-0000,Management Occupations,major,"66,790",1.0,36.608,0.75,49.24,"102,420",0.5,23.98,31.98,43.21,59.64,83.37,"49,870","66,520","89,870","124,060","173,420",,
01,AL,Alabama,13-0000,Business and Financial Operations Occupations,major,"65,480",1.5,35.889,0.73,31.64,"65,810",2.5,16.69,21.69,28.99,38.89,49.30,"34,710","45,120","60,290","80,900","102,540",,
01,AL,Alabama,15-0000,Computer and Mathematical Occupations,major,"38,150",2.5,20.910,0.76,34.49,"71,740",1.2,17.07,23.30,33.13,43.76,54.87,"35,500","48,470","68,920","91,010","114,120",,
01,AL,Alabama,17-0000,Architecture and Engineering Occupations,major,"39,900",1.5,21.868,1.21,37.87,"78,760",1.1,17.61,25.32,35.88,49.30,61.09,"36,630","52,670","74,640","102,550","127,070",,
01,AL,Alabama,19-0000,"Life, Physical, and Social Science Occupations",major,"8,950",2.2,4.906,0.58,28.55,"59,390",2.5,14.44,18.53,24.98,34.80,45.72,"30,030","38,550","51,960","72,390","95,090",,
01,AL,Alabama,21-0000,Community and Social Service Occupations,major,"16,780",2.3,9.198,0.64,19.72,"41,020",1.5,10.44,14.42,18.70,24.94,29.56,"21,720","29,990","38,890","51,870","61,470",,
01,AL,Alabama,23-0000,Legal Occupations,major,"10,170",3.1,5.575,0.71,40.88,"85,020",3.5,14.71,20.36,29.66,54.32,79.28,"30,600","42,360","61,690","112,980","164,900",,
01,AL,Alabama,25-0000,"Education, Training, and Library Occupations",major,"105,420",1.8,57.784,0.90,21.70,"45,130",3.5,8.38,10.80,21.32,26.88,33.28,"17,420","22,460","44,350","55,920","69,230",,
01,AL,Alabama,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"18,510",4.5,10.144,0.76,17.65,"36,710",2.5,8.18,9.31,14.25,22.45,31.78,"17,020","19,360","29,630","46,700","66,100",,
01,AL,Alabama,29-0000,Healthcare Practitioners and Technical Occupations,major,"118,100",1.6,64.736,1.10,29.97,"62,340",1.2,12.49,17.32,23.47,31.83,53.48,"25,980","36,030","48,810","66,210","111,240",,
01,AL,Alabama,31-0000,Healthcare Support Occupations,major,"50,620",2.2,27.745,0.92,11.60,"24,120",0.8,8.02,8.98,10.65,13.13,16.61,"16,680","18,680","22,140","27,300","34,550",,
01,AL,Alabama,33-0000,Protective Service Occupations,major,"42,900",2.1,23.516,0.96,16.86,"35,060",1.7,8.59,10.90,15.60,21.18,27.12,"17,870","22,680","32,440","44,060","56,400",,
01,AL,Alabama,35-0000,Food Preparation and Serving Related Occupations,major,"147,190",0.9,80.677,0.91,9.24,"19,220",0.5,7.63,8.03,8.70,9.42,12.45,"15,870","16,700","18,090","19,590","25,890",,
01,AL,Alabama,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"54,080",1.8,29.644,0.91,10.58,"22,000",0.7,7.78,8.39,9.43,11.62,15.22,"16,180","17,440","19,610","24,180","31,660",,
01,AL,Alabama,39-0000,Personal Care and Service Occupations,major,"43,070",4.1,23.608,0.81,10.20,"21,220",1.1,7.68,8.15,8.93,10.98,15.47,"15,970","16,950","18,570","22,830","32,170",,
01,AL,Alabama,41-0000,Sales and Related Occupations,major,"212,310",0.9,116.374,1.10,15.15,"31,520",0.9,7.94,8.63,10.41,17.20,28.25,"16,510","17,950","21,660","35,780","58,750",,
01,AL,Alabama,43-0000,Office and Administrative Support Occupations,major,"287,130",0.7,157.385,0.96,14.80,"30,780",0.3,8.62,10.41,13.53,17.84,23.00,"17,920","21,650","28,140","37,100","47,840",,
01,AL,Alabama,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,420",4.6,2.969,0.90,14.96,"31,120",2.2,8.44,10.60,14.03,18.20,23.13,"17,550","22,040","29,180","37,860","48,120",,
