AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
01,AL,Alabama,11-0000,Management Occupations,major,"66,820",1.1,36.233,0.73,50.77,"105,600",0.5,24.61,33.01,44.53,61.52,86.05,"51,190","68,650","92,610","127,970","178,980",,
01,AL,Alabama,13-0000,Business and Financial Operations Occupations,major,"65,500",1.1,35.518,0.71,32.16,"66,890",0.7,17.00,22.13,29.57,39.66,49.83,"35,350","46,030","61,500","82,490","103,640",,
01,AL,Alabama,15-0000,Computer and Mathematical Occupations,major,"40,350",3.5,21.881,0.78,35.47,"73,780",1.2,17.82,24.47,34.18,44.57,55.81,"37,060","50,890","71,100","92,710","116,090",,
01,AL,Alabama,17-0000,Architecture and Engineering Occupations,major,"40,930",1.9,22.194,1.24,38.42,"79,910",0.8,18.81,26.42,36.88,49.76,60.44,"39,130","54,960","76,710","103,490","125,710",,
01,AL,Alabama,19-0000,"Life, Physical, and Social Science Occupations",major,"9,660",2.7,5.241,0.61,28.09,"58,420",3.1,14.33,18.44,24.39,34.03,45.13,"29,810","38,350","50,730","70,790","93,870",,
01,AL,Alabama,21-0000,Community and Social Service Occupations,major,"16,920",2.2,9.174,0.64,19.90,"41,400",1.4,10.45,14.45,18.77,25.18,30.08,"21,730","30,060","39,040","52,370","62,570",,
01,AL,Alabama,23-0000,Legal Occupations,major,"9,570",3.5,5.191,0.66,39.01,"81,140",3.3,14.91,20.67,29.65,49.28,74.72,"31,020","42,990","61,680","102,500","155,410",,
01,AL,Alabama,25-0000,"Education, Training, and Library Occupations",major,"110,690",1.6,60.024,0.95,21.63,"45,000",3.6,8.27,9.84,21.18,26.92,33.57,"17,210","20,480","44,060","56,000","69,830",,
01,AL,Alabama,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"16,590",4.7,8.997,0.68,19.15,"39,830",2.4,8.39,10.11,15.69,23.63,33.70,"17,450","21,020","32,630","49,160","70,100",,
01,AL,Alabama,29-0000,Healthcare Practitioners and Technical Occupations,major,"119,780",1.8,64.954,1.11,30.33,"63,080",1.1,12.78,17.50,23.68,32.20,54.89,"26,580","36,410","49,260","66,970","114,170",,
01,AL,Alabama,31-0000,Healthcare Support Occupations,major,"49,890",2.1,27.057,0.91,11.87,"24,690",0.8,8.06,9.08,10.76,13.35,17.37,"16,770","18,890","22,380","27,780","36,130",,
01,AL,Alabama,33-0000,Protective Service Occupations,major,"43,360",2.2,23.513,0.96,17.22,"35,820",1.7,8.67,11.10,15.88,21.75,27.78,"18,030","23,100","33,020","45,230","57,770",,
01,AL,Alabama,35-0000,Food Preparation and Serving Related Occupations,major,"152,250",1.1,82.562,0.92,9.38,"19,510",0.6,7.65,8.06,8.73,9.49,12.92,"15,910","16,760","18,170","19,750","26,880",,
01,AL,Alabama,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"54,980",1.6,29.816,0.92,10.66,"22,180",0.7,7.80,8.43,9.57,11.69,15.34,"16,220","17,540","19,900","24,320","31,900",,
01,AL,Alabama,39-0000,Personal Care and Service Occupations,major,"43,480",2.1,23.577,0.78,10.29,"21,410",1.1,7.69,8.16,8.94,11.07,15.91,"15,990","16,960","18,590","23,020","33,090",,
01,AL,Alabama,41-0000,Sales and Related Occupations,major,"212,460",0.9,115.213,1.09,15.48,"32,190",0.9,7.91,8.61,10.52,17.52,28.98,"16,440","17,900","21,890","36,440","60,280",,
01,AL,Alabama,43-0000,Office and Administrative Support Occupations,major,"281,080",0.9,152.421,0.94,15.03,"31,260",0.3,8.72,10.58,13.73,18.05,23.44,"18,130","22,000","28,570","37,540","48,750",,
01,AL,Alabama,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,900",3.8,3.199,0.97,15.02,"31,250",2.2,8.54,10.60,14.35,17.96,22.82,"17,750","22,050","29,840","37,360","47,470",,
01,AL,Alabama,47-0000,Construction and Extraction Occupations,major,"76,670",1.6,41.575,1.08,17.93,"37,290",0.8,10.23,12.68,16.51,21.95,27.72,"21,280","26,370","34,340","45,650","57,660",,
01,AL,Alabama,49-0000,"Installation, Maintenance, and Repair Occupations",major,"89,610",1.4,48.594,1.25,20.36,"42,340",0.7,10.75,14.32,19.24,25.62,32.41,"22,350","29,780","40,020","53,290","67,410",,
01,AL,Alabama,51-0000,Production Occupations,major,"197,810",1.5,107.270,1.62,15.85,"32,970",1.4,8.64,10.40,13.74,19.73,26.94,"17,970","21,630","28,580","41,050","56,040",,
01,AL,Alabama,53-0000,Transportation and Material Moving Occupations,major,"139,780",1.3,75.797,1.12,14.93,"31,060",1.5,8.17,9.30,12.54,17.86,25.70,"16,990","19,340","26,090","37,150","53,450",,
02,AK,Alaska,11-0000,Management Occupations,major,"18,530",1.8,57.437,1.16,49.26,"102,450",1.2,24.24,32.34,44.26,58.99,80.94,"50,420","67,270","92,070","122,700","168,340",,
02,AK,Alaska,13-0000,Business and Financial Operations Occupations,major,"13,070",2.2,40.500,0.81,35.18,"73,180",1.3,20.54,26.27,33.15,41.58,51.56,"42,720","54,630","68,960","86,490","107,240",,
02,AK,Alaska,15-0000,Computer and Mathematical Occupations,major,"5,240",3.5,16.251,0.58,35.10,"73,000",1.3,20.99,26.57,34.26,42.52,50.74,"43,660","55,270","71,250","88,440","105,540",,
02,AK,Alaska,17-0000,Architecture and Engineering Occupations,major,"8,210",2.7,25.444,1.42,47.00,"97,750",2.5,24.82,31.88,42.77,55.96,71.61,"51,630","66,300","88,960","116,400","148,950",,
02,AK,Alaska,19-0000,"Life, Physical, and Social Science Occupations",major,"6,640",3.4,20.593,2.41,33.75,"70,200",2.3,18.22,23.08,30.50,39.74,51.23,"37,900","48,010","63,450","82,670","106,560",,
02,AK,Alaska,21-0000,Community and Social Service Occupations,major,"6,590",4.6,20.438,1.42,23.65,"49,190",2.3,13.43,16.81,22.32,28.99,35.75,"27,940","34,960","46,430","60,300","74,350",,
02,AK,Alaska,23-0000,Legal Occupations,major,"2,110",6.9,6.526,0.83,47.69,"99,200",4.2,22.13,29.94,43.22,58.14,78.61,"46,030","62,280","89,890","120,940","163,510",,
02,AK,Alaska,25-0000,"Education, Training, and Library Occupations",major,"22,560",3.9,69.909,1.10,27.55,"57,300",2.7,13.06,18.62,26.80,35.38,43.40,"27,170","38,730","55,750","73,590","90,280",,
02,AK,Alaska,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"3,230",5.2,10.019,0.76,23.43,"48,730",2.2,11.87,16.52,21.30,28.47,36.68,"24,680","34,360","44,300","59,210","76,290",,
02,AK,Alaska,29-0000,Healthcare Practitioners and Technical Occupations,major,"16,210",12.2,50.249,0.86,41.74,"86,830",1.7,19.32,26.90,36.77,47.51,66.78,"40,190","55,960","76,480","98,820","138,900",,
02,AK,Alaska,31-0000,Healthcare Support Occupations,major,"8,660",7.1,26.850,0.91,17.75,"36,930",2.1,11.23,13.44,16.53,20.10,25.34,"23,360","27,960","34,380","41,810","52,700",,
02,AK,Alaska,33-0000,Protective Service Occupations,major,"7,890",4.2,24.458,1.00,25.23,"52,470",3.5,11.05,16.14,24.00,32.13,41.34,"22,980","33,560","49,930","66,830","85,990",,
02,AK,Alaska,35-0000,Food Preparation and Serving Related Occupations,major,"25,670",3.0,79.546,0.89,11.95,"24,860",1.5,8.30,8.94,10.65,14.07,17.83,"17,270","18,600","22,150","29,270","37,080",,
02,AK,Alaska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"10,670",5.7,33.072,1.02,14.14,"29,400",1.5,9.27,10.83,13.41,16.74,20.37,"19,270","22,520","27,890","34,810","42,380",,
