AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
01,AL,Alabama,11-0000,Management Occupations,major,"70,090",1.0,36.639,0.73,52.98,"110,210",0.6,25.22,33.67,46.09,63.18,90.25,"52,470","70,040","95,870","131,410","187,720",,
01,AL,Alabama,13-0000,Business and Financial Operations Occupations,major,"72,290",1.2,37.789,0.73,33.60,"69,890",2.4,16.95,22.48,30.39,40.38,52.01,"35,250","46,770","63,200","83,980","108,170",,
01,AL,Alabama,15-0000,Computer and Mathematical Occupations,major,"38,600",2.2,20.179,0.68,38.02,"79,090",1.0,19.67,26.76,36.36,47.63,59.87,"40,910","55,660","75,630","99,080","124,530",,
01,AL,Alabama,17-0000,Architecture and Engineering Occupations,major,"42,800",1.4,22.376,1.26,41.73,"86,800",2.7,19.96,28.19,39.29,53.71,67.99,"41,520","58,630","81,730","111,720","141,420",,
01,AL,Alabama,19-0000,"Life, Physical, and Social Science Occupations",major,"8,600",2.7,4.494,0.55,31.94,"66,450",2.6,15.98,20.42,27.32,38.05,53.48,"33,230","42,470","56,820","79,150","111,240",,
01,AL,Alabama,21-0000,Community and Social Service Occupations,major,"17,520",2.0,9.159,0.64,20.77,"43,190",1.2,11.98,15.57,19.66,25.77,30.55,"24,910","32,390","40,900","53,600","63,530",,
01,AL,Alabama,23-0000,Legal Occupations,major,"9,820",4.2,5.134,0.67,41.69,"86,720",3.3,14.78,20.46,30.48,53.96,81.51,"30,740","42,550","63,400","112,240","169,530",,
01,AL,Alabama,25-0000,"Education, Training, and Library Occupations",major,"102,910",1.2,53.795,0.87,22.35,"46,490",3.3,8.48,11.71,21.98,27.66,32.71,"17,640","24,350","45,710","57,530","68,030",,
01,AL,Alabama,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"17,370",4.3,9.078,0.67,19.95,"41,500",2.2,8.40,10.20,15.92,25.02,36.65,"17,480","21,220","33,110","52,040","76,230",,
01,AL,Alabama,29-0000,Healthcare Practitioners and Technical Occupations,major,"128,740",1.5,67.300,1.14,33.18,"69,020",2.7,13.29,18.24,24.76,34.51,60.10,"27,640","37,950","51,510","71,780","125,000",,
01,AL,Alabama,31-0000,Healthcare Support Occupations,major,"51,430",2.3,26.885,0.93,12.53,"26,050",0.8,8.29,9.50,11.37,14.21,18.34,"17,250","19,770","23,650","29,560","38,150",,
